path,label,domain,record_id,split
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0160_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0160_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0161_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0161_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0162_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0162_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0163_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0163_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0164_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0164_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0165_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0165_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0166_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0166_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0167_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0167_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0168_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0168_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0169_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0169_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0170_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0170_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0171_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0171_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0172_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0172_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0173_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0173_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0174_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0174_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0175_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0175_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0176_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0176_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0177_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0177_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0178_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0178_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0179_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0179_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0180_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0180_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0181_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0181_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0182_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0182_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0183_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0183_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0184_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0184_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0185_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0185_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0186_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0186_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0187_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0187_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0188_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0188_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0189_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0189_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0190_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0190_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0191_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0191_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0192_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0192_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0193_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0193_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0194_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0194_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0195_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0195_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0196_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0196_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0197_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0197_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0198_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0198_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0199_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0199_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0200_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0200_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0201_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0201_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0202_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0202_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0203_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0203_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0204_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0204_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0205_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0205_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0206_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0206_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0207_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0207_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0208_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0208_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0209_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0209_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0210_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0210_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0211_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0211_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0212_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0212_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0213_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0213_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0214_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0214_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0215_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0215_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0216_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0216_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0217_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0217_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0218_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0218_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0219_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0219_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0220_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0220_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0221_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0221_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0222_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0222_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0223_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0223_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0224_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0224_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0225_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0225_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0226_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0226_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0227_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0227_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0228_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0228_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0229_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0229_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0230_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0230_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0231_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0231_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0232_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0232_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0233_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0233_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0234_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0234_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0235_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0235_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0236_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0236_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0237_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0237_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0238_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0238_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0239_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0239_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0240_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0240_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0241_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0241_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0242_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0242_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0243_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0243_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0244_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0244_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0245_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0245_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0246_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0246_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0247_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0247_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0248_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0248_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0249_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0249_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0250_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0250_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0251_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0251_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0252_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0252_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0253_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0253_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0254_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0254_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0255_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0255_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0256_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0256_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0257_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0257_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0258_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0258_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0259_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0259_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0260_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0260_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0261_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0261_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0262_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0262_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0263_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0263_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0264_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0264_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0265_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0265_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0266_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0266_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0267_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0267_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0268_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0268_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0269_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0269_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0270_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0270_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0271_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0271_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0272_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0272_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0273_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0273_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0274_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0274_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0275_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0275_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0276_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0276_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0277_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0277_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0278_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0278_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0279_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0279_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0280_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0280_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0281_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0281_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0282_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0282_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0283_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0283_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0284_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0284_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0285_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0285_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0286_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0286_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0287_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0287_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0288_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0288_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0289_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0289_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0290_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0290_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0291_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0291_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0292_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0292_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0293_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0293_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0294_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0294_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0295_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0295_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0296_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0296_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0297_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0297_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0298_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0298_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0299_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0299_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0300_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0300_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0301_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0301_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0302_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0302_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0303_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0303_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0304_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0304_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0305_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0305_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0306_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0306_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0307_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0307_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0308_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0308_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0309_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0309_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0310_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0310_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0311_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0311_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0312_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0312_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0313_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0313_strength_1_ambient,train
data/raw/mimii_due/fan_section_00/signals/source/train/fan__train__section_00_source_train_normal_0314_strength_1_ambient.npy,0,source,fan__train__section_00_source_train_normal_0314_strength_1_ambient,train
